ngsamdmixgroup1	ngsadmixgroup2	Name	Location	Type	plate	PC1	PC2	PC3	PC4
0.0252931432264531	0.974706856773547	CHUP10	CHU	P	1	-0.0614041073265421	0.126210345852672	-0.0191301047433032	0.0293685395289952
1e-09	0.999999999	CHUP11	CHU	P	1	-0.0653560940736225	0.11362926413277	-0.0117003903770483	0.030147121554938
0.0460559662401631	0.953944033759837	CHUP12	CHU	P	1	-0.0708206501738412	0.118591370160377	-0.0250981032252463	0.0332131892536361
0.0862136813292456	0.913786318670754	CHUP13	CHU	P	1	-0.0626470975965885	0.131458669801706	-0.0160901191907197	0.0528820267408774
0.118270998111676	0.881729001888324	CHUP14	CHU	P	1	-0.0612670182296531	0.131180940183951	-0.005733058872891	0.0655168851640315
1e-09	0.999999999	CHUP15	CHU	P	1	-0.060805354453076	0.108216599447976	-0.0269226149528818	0.0343584137802776
0.0858693060060275	0.914130693993972	CHUP1	CHU	P	1	-0.0599733724235685	0.112887716692829	-0.0342731226415664	0.015882931486296
0.00935951707610113	0.990640482923899	CHUP2	CHU	P	1	-0.0641216552863978	0.103200442142201	-0.0213992618920277	-0.00610868775954705
0.00714263646602928	0.992857363533971	CHUP3	CHU	P	1	-0.0646576714296999	0.10545501904241	-0.0428272143751974	0.00769528430032484
1e-09	0.999999999	CHUP4	CHU	P	1	-0.0776493721788932	0.13181671966747	-0.0215439497376246	0.0434819038293168
1e-09	0.999999999	CHUP5	CHU	P	1	-0.0684184635573015	0.127502845098113	-0.0237574200008235	0.0198995958975857
1e-09	0.999999999	CHUP6	CHU	P	1	-0.0708109272955192	0.106528742713449	-0.0414274681957911	0.0024738287068198
1e-09	0.999999999	CHUP7	CHU	P	1	-0.0656080822914274	0.0948507559629839	-0.00500961892943329	0.0282450442284616
1e-09	0.999999999	CHUP8	CHU	P	1	-0.0645213918123289	0.132772846654792	-0.0219564720236814	0.0406235086764907
0.00527392947170407	0.994726070528296	CHUP9	CHU	P	1	-0.0664696326187449	0.112385801312401	-0.00533199220101802	0.0633878568588102
0.604341875320819	0.395658124679181	CZH1	CZ	H	2	0.0167422298263082	0.0955150691998759	0.0297050554013502	-0.0295236749582796
0.600557506024172	0.399442493975828	CZH2	CZ	H	2	0.0182613196765415	0.101999038703103	0.0522023801603008	-0.0045647888284855
0.614940263064153	0.385059736935847	CZH3	CZ	H	2	0.0147131597231339	0.0929970020291141	0.0426178932616748	-0.00914723031610488
0.59461858447232	0.40538141552768	CZH4	CZ	H	2	0.0170969620126261	0.093620437262767	0.045672455770773	-0.0102167684027742
0.387689124787279	0.612310875212721	CZH5	CZ	H	2	-0.0142064894465039	0.134360879260349	0.0239830175580007	-0.000987909727588408
0.597682878436974	0.402317121563026	CZH6	CZ	H	2	0.0216477264825741	0.0897629136382904	0.0501161128884351	-0.0181985006931286
0.675234499945154	0.324765500054846	CZH7	CZ	H	2	0.0255427676750569	0.0845587050785306	0.0358163686300702	-0.0305956995657003
0.652834114697927	0.347165885302073	CZH8	CZ	H	2	0.0203082714927088	0.078593386087929	0.044358037315466	-0.0051102741423998
